attachment_id	text	user_id	height	width	length	train
838e7cb4-34bb-41ac-84da-ea393f030800	возбужденный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	35.0	True
c51af589-f5ab-42db-8ea3-6db2e5888ccd	быть потрясенным	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	31.0	True
3c3168e4-7502-4624-a135-55001d125ec9	радостный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	46.0	True
db32ecef-ea15-4e17-85f4-ecec678bcd33	так себе	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	43.0	True
f960787a-ee5e-4788-a33a-aa4a5f59f8f6	подозревать	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	46.0	True
1e94eada-0d10-459f-a3a9-a21ec3c6b410	страшный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	49.0	True
3012ae9b-e159-44c1-a9e3-351eeb739aeb	сочувствие	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	40.0	True
9a80771b-da2b-473b-a597-af9cf45b62f1	обнимать	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	43.0	True
ee5d5f13-6e52-4ee3-b1c0-4990cc738020	ошарашенный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	44.0	True
8f2e39b2-a5f7-4790-af1c-22537ea9acb8	отношение	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	40.0	True
d940321c-dc47-4f18-88bb-85b819012db3	рассердиться	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	35.0	True
455a2f67-2d86-439d-8802-f79a58e1abf3	отчаяться	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	59.0	True
4c06c194-1173-4478-ae60-d733367652d7	нравственность	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	54.0	True
967317d9-8492-4603-947a-3316df8fd33c	смущенный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	45.0	True
e524ebff-a9f2-4937-957a-3c5e8d27ea9c	вздрагивать	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	43.0	True
b0bd642a-5ada-44d3-ac7c-acaa72e7dc02	стыдно	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	37.0	True
04605c2d-c29a-425e-96ec-09328502d360	отвращение	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	24.0	True
e1d55c98-bcb0-4095-b752-d12f3f059b89	изможденный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	31.0	True
88b4fab9-6100-4c26-b01c-dc3552b92064	разочарованный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	36.0	True
c537d50d-238e-4305-bdef-dff1541ffe2f	беспокойство	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	35.0	True
8762cc0f-b0bc-4eab-8fe7-23dbc4bd95bc	нервный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	34.0	True
254f5f97-df2a-4939-83a3-656c4cbe9811	горе	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	32.0	True
1cf033f4-f08e-4ee3-b9a5-84598b51497e	мотивировать	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	41.0	True
a9c1bc6d-9aea-43c6-a52a-67e53247ed46	сомневаться	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	43.0	True
0e7b7a1d-a016-43aa-9f85-ca566e7cd8f7	жажда	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	35.0	True
47e18916-63a3-4c2e-bcfb-fc30e7859386	весёлый	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	39.0	True
5000b973-2b47-4c23-bc40-0778a03f6983	надежда	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	45.0	True
38628494-186e-4377-8087-5883dee6957a	страсть	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	33.0	True
b3c7e75a-1cb5-4564-bde0-30f5628a3ae1	восхищение	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	36.0	True
b3b06fc1-4ca1-4a4d-9076-bf52396851ad	влюбиться	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	35.0	True
80086d3d-c8fd-47f5-9c26-24605de43218	внутреннее	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	57.0	True
3cd8a4e4-d874-4cb8-b95d-e50723d17b2a	облегчение	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	31.0	True
b59c5212-55a8-4dd9-9375-277389af55db	злость	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	39.0	True
a8454b9e-b71b-4ccb-a092-48de9f41e6d6	покраснеть	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	41.0	True
5a873763-4a69-4f84-8a96-1f435075f3ae	возбуждение	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	26.0	True
776333d9-0934-440b-9506-a860ce8d7159	надоело	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	34.0	True
61d0affa-501a-47ac-857e-eeed00dc199f	беспокойный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	31.0	True
f530e6a0-6755-4b6c-818b-ba2e9f20db30	суматоха	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	34.0	True
4b147bbc-496c-44a4-93f0-35fb93017705	разгневанный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	25.0	True
af258718-8faa-4b19-89a8-62fbf46a6758	презирать	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	59.0	True
a6a123ea-253d-4697-93d4-bf1ea4f48713	сарказм	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	51.0	True
a191b10f-2663-4d45-9a79-a02d2536597a	испытывать	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	37.0	True
c50b89da-f9ea-43fd-9c73-d28d42a76ffc	терпеть	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	30.0	True
cca680c5-a79d-48c2-a048-6f97a52e2e18	мотивация	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	38.0	True
a24a24f9-d97f-45d8-aff8-e9d5f7ca7667	ленность	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	26.0	True
242f5b85-69a8-4700-a633-832086729e7f	терпение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	47.0	True
7de7486e-88c8-47de-89b3-7164e06f0e5b	раздражать	2d84da20c251acaeb3186642fcb04f2e	1920	1080	45.0	True
05434274-3070-4603-b7ba-a46315e4d9d3	сожаление	2d84da20c251acaeb3186642fcb04f2e	1920	1080	37.0	True
cb93a299-efb8-4719-b5fb-e181d6a1aa43	быть потрясенным	2d84da20c251acaeb3186642fcb04f2e	1920	1080	27.0	True
f072a181-6b36-4973-a988-3d995272b5a6	беспокойство	95af8e702c909eee7145c6dc1a3d756b	1280	720	58.0	True
a92db8fe-e44c-47b3-bf3d-87b046e9d215	одновременность	95af8e702c909eee7145c6dc1a3d756b	1280	720	66.0	True
d8504de3-89c0-40cf-b230-e2361be89502	раздражать	95af8e702c909eee7145c6dc1a3d756b	1280	720	48.0	True
40dba273-3b37-4a62-aadb-fe0c1645cfac	позор	95af8e702c909eee7145c6dc1a3d756b	1280	720	54.0	True
866b871e-5e85-474f-851f-b2e7d6f5f3b0	напряжение	95af8e702c909eee7145c6dc1a3d756b	1280	720	46.0	True
7e0f13cb-4ad7-4279-84fa-25329b56218f	влюбленный	95af8e702c909eee7145c6dc1a3d756b	1280	720	51.0	True
23c755fc-8865-4ac9-8f58-e52e85985e19	самоконтроль	95af8e702c909eee7145c6dc1a3d756b	1280	720	73.0	True
ac7e6d95-6d4c-440e-b99d-b15504b5023a	самоосознание	95af8e702c909eee7145c6dc1a3d756b	1280	720	50.0	True
fb393ccf-c9ee-4080-89b8-6ba41e823f28	самомнение	95af8e702c909eee7145c6dc1a3d756b	1280	720	57.0	True
e9e5f799-e53f-4780-be1b-81db9bb930b6	быть потрясенным	95af8e702c909eee7145c6dc1a3d756b	1280	720	48.0	True
e9e23d69-1e87-419a-b925-77102ce09ebb	любовь	95af8e702c909eee7145c6dc1a3d756b	1280	720	42.0	True
bb672a2e-4fdf-4e3c-a2a8-32abf059f685	рыдать	95af8e702c909eee7145c6dc1a3d756b	1280	720	68.0	True
9f2ab64b-11ff-4b3e-83b8-fa1122637b5d	преданный	95af8e702c909eee7145c6dc1a3d756b	1280	720	61.0	True
54a9e896-f6a0-42e0-a460-37c805324c89	подозревать	95af8e702c909eee7145c6dc1a3d756b	1280	720	82.0	True
32111b75-30b9-4a2d-9c0a-8440b5663341	печаль	95af8e702c909eee7145c6dc1a3d756b	1280	720	38.0	True
060bea57-9f3f-4229-9e33-1fc1898c597f	возрадоваться	95af8e702c909eee7145c6dc1a3d756b	1280	720	53.0	True
de41e001-ac66-4aa2-b757-9b6f1afc091d	наслаждайся	95af8e702c909eee7145c6dc1a3d756b	1280	720	53.0	True
50e0c4c0-2434-4725-a49b-1575cfbeb571	счастье	95af8e702c909eee7145c6dc1a3d756b	1280	720	56.0	True
ee7a0ced-cf66-4df2-a1d0-03adc32a9981	страсть	95af8e702c909eee7145c6dc1a3d756b	1280	720	39.0	True
b8773b70-e6fe-4abe-9a24-f4ffde2aaba3	рассердиться	95af8e702c909eee7145c6dc1a3d756b	1280	720	45.0	True
cd5f281d-80f0-4f5f-b0f1-e763535d8372	отчаяться	95af8e702c909eee7145c6dc1a3d756b	1280	720	69.0	True
39f7fdb8-2c27-4d72-b0ff-03371d45913f	обнимать	95af8e702c909eee7145c6dc1a3d756b	1280	720	38.0	True
def244d7-1f4c-4098-9192-20cbfb77473e	желание	95af8e702c909eee7145c6dc1a3d756b	1280	720	50.0	True
d7c8b70a-8345-4e4d-9047-b9386793582a	восхищение	95af8e702c909eee7145c6dc1a3d756b	1280	720	46.0	True
a8e48039-20e9-4ee3-8cad-00d57f6f7b13	сочувствие	95af8e702c909eee7145c6dc1a3d756b	1280	720	37.0	True
8519509b-a83e-4922-9265-a8fdf68ca804	объятие	95af8e702c909eee7145c6dc1a3d756b	1280	720	36.0	True
fa887fca-510a-489e-920c-384c2056952d	вдохновение	95af8e702c909eee7145c6dc1a3d756b	1280	720	31.0	True
79be08cf-cfea-4e02-95f1-8b01e0f1e358	сомнение	95af8e702c909eee7145c6dc1a3d756b	1280	720	59.0	True
f9547a3f-6786-4b77-a81f-793b5006669c	ошарашенный	95af8e702c909eee7145c6dc1a3d756b	1280	720	34.0	True
8be20203-cd76-416e-a94e-0fa876f5fcd5	смущенный	95af8e702c909eee7145c6dc1a3d756b	1280	720	79.0	True
f1d19203-0ed3-48e1-b544-553f1ef3cedf	разочарованный	95af8e702c909eee7145c6dc1a3d756b	1280	720	44.0	True
80390e78-a8a6-4b60-89af-b57f4cd91940	довольный	95af8e702c909eee7145c6dc1a3d756b	1280	720	39.0	True
0e15d7dc-c5e6-4270-b94c-9808a7627b2f	нервный	95af8e702c909eee7145c6dc1a3d756b	1280	720	38.0	True
c1c52571-94b4-4698-8420-9b1ad5100e31	беспокойный	95af8e702c909eee7145c6dc1a3d756b	1280	720	59.0	True
3ce9d69c-66aa-407b-97df-ec01008befa2	сомневаться	95af8e702c909eee7145c6dc1a3d756b	1280	720	61.0	True
387739d8-6f34-48e4-93c5-d534acd1dca6	внутреннее	95af8e702c909eee7145c6dc1a3d756b	1280	720	65.0	True
5f3c3ff5-aa30-4f99-a53d-b374e739179e	покраснеть	95af8e702c909eee7145c6dc1a3d756b	1280	720	52.0	True
cf1d6637-6a32-4784-b08f-c5452542e983	горюющий	95af8e702c909eee7145c6dc1a3d756b	1280	720	72.0	True
012e8797-a4af-4cce-a4bf-1983a2d9046a	отвращение	95af8e702c909eee7145c6dc1a3d756b	1280	720	28.0	True
fd91da09-5dd4-4ca4-8e42-91366186b8cd	восхищаться	95af8e702c909eee7145c6dc1a3d756b	1280	720	42.0	True
3dc494a5-0ac6-48f2-97e9-4e8ba4ee5ce7	дрожать	95af8e702c909eee7145c6dc1a3d756b	1280	720	41.0	True
474a1c27-3d2e-421e-a748-e6beacaa3dfe	терпеть	95af8e702c909eee7145c6dc1a3d756b	1280	720	55.0	True
447ea583-bc8e-4ce8-a5be-0aff5eeca7e6	испытывать	95af8e702c909eee7145c6dc1a3d756b	1280	720	46.0	True
8780aaf1-3558-4796-a08c-44b0073f5614	злость	95af8e702c909eee7145c6dc1a3d756b	1280	720	55.0	True
fa98d293-44b0-43db-9474-7cea29ffe5fc	вздрагивать	95af8e702c909eee7145c6dc1a3d756b	1280	720	41.0	True
1c13204f-968a-4570-ba54-b768fc330d81	горе	95af8e702c909eee7145c6dc1a3d756b	1280	720	39.0	True
0f149dc7-98f5-4f7d-a985-6c94c647d07b	надежда	95af8e702c909eee7145c6dc1a3d756b	1280	720	47.0	True
38b08b01-5d87-4e54-85b7-a6c725b8e536	отважиться	95af8e702c909eee7145c6dc1a3d756b	1280	720	48.0	True
ff4b6d31-55df-4aa1-b1aa-48cb9b3e187d	неверие	95af8e702c909eee7145c6dc1a3d756b	1280	720	49.0	True
49e532eb-d972-499f-840f-edf768bd3f67	безразличие	95af8e702c909eee7145c6dc1a3d756b	1280	720	50.0	True
182ca02c-4d34-45c0-afab-fc283f10c29e	испуганный	95af8e702c909eee7145c6dc1a3d756b	1280	720	49.0	True
e87c262c-938d-4fa3-a1d2-ea183717f9f3	суматоха	95af8e702c909eee7145c6dc1a3d756b	1280	720	31.0	True
629c1f0a-6a0a-46ce-a57a-61545fbb4028	презирать	95af8e702c909eee7145c6dc1a3d756b	1280	720	63.0	True
6dcc8dca-5544-4e60-b416-26e1f834f6b2	мотивация	95af8e702c909eee7145c6dc1a3d756b	1280	720	41.0	True
b4f97385-b3b4-404e-b4d1-45a7b68421db	весёлый	95af8e702c909eee7145c6dc1a3d756b	1280	720	34.0	True
6f243d2b-f8a7-4ccc-8c03-f16b4b6e1be8	мотивировать	95af8e702c909eee7145c6dc1a3d756b	1280	720	37.0	True
ceb9747c-98cb-4afc-b676-272b337ac0b7	влюбиться	95af8e702c909eee7145c6dc1a3d756b	1280	720	37.0	True
15bfd141-69dd-4067-a63a-53288ad79810	возбуждение	95af8e702c909eee7145c6dc1a3d756b	1280	720	44.0	True
f232ef1b-97f0-4e5d-a1fd-e4f7ba8baae6	несчастье	95af8e702c909eee7145c6dc1a3d756b	1280	720	47.0	True
a0a7b47c-9b4e-45ad-a8e8-0b91a42580bb	ленность	95af8e702c909eee7145c6dc1a3d756b	1280	720	54.0	True
8ef80e6f-cd9d-4cf9-9f78-2de66c9225ef	скучающий	95af8e702c909eee7145c6dc1a3d756b	1280	720	78.0	True
6dbd140b-bd5d-4387-b1b6-e08377cc3cbe	напуганный	95af8e702c909eee7145c6dc1a3d756b	1280	720	41.0	True
86d05bc8-cf62-466e-8207-3b03aa4ad02b	голод	fc6e5caa3dc328e7558b072e6607e399	1920	1080	48.0	True
c565f269-d6b3-453c-8931-c91d27599851	обеспокоенный	fc6e5caa3dc328e7558b072e6607e399	1920	1080	58.0	True
b68269aa-28cb-4953-afe2-3dcb05245ce5	горевать	fc6e5caa3dc328e7558b072e6607e399	1920	1080	49.0	True
40dcb40f-acb1-4dee-b832-769ab442fbdc	благодарность	fc6e5caa3dc328e7558b072e6607e399	1920	1080	76.0	True
418e62b0-cae9-4f58-b22b-3aeaccd754bd	напряжение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	26.0	True
4acafec9-ecfb-43a0-99a0-f7f39c26e5be	благоговение	fc6e5caa3dc328e7558b072e6607e399	1920	1080	43.0	True
33055066-c06d-474c-a097-6db41afe0d85	дистресс	2d84da20c251acaeb3186642fcb04f2e	1920	1080	38.0	True
235d3354-9a6b-4989-adce-0e2ab072633f	страдание	2d84da20c251acaeb3186642fcb04f2e	1920	1080	41.0	True
e351b80f-a994-40bc-9606-06113cc5213a	влюбленный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	24.0	True
66cdbd7e-0d77-41cb-816e-1ce265212c25	доброта	2d84da20c251acaeb3186642fcb04f2e	1920	1080	28.0	True
1713d69e-8c1d-4bfa-9d1d-63aae85659c3	самопроверка	2d84da20c251acaeb3186642fcb04f2e	1920	1080	50.0	True
b2da3bc6-48c6-4fcd-b96d-e4995ae03efb	обманчивость	2d84da20c251acaeb3186642fcb04f2e	1920	1080	23.0	True
585f06ba-abdd-4c1c-97fb-8f9866039e7a	самомнение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	36.0	True
07857e69-35ca-4a66-9b4a-1cc3cd8d6cd8	отчаяться	2d84da20c251acaeb3186642fcb04f2e	1920	1080	54.0	True
c1b566a3-e005-4068-8318-a3cbf913ed64	довольный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	29.0	True
a2a82e17-8fec-48b1-b027-3e5acbb0a748	возрадоваться	2d84da20c251acaeb3186642fcb04f2e	1920	1080	38.0	True
542ed9fa-b1c3-429f-9d36-9a29e8bb5872	подавленный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	27.0	True
36cfc355-2143-4251-8d36-5ff10869f35d	самоосознание	2d84da20c251acaeb3186642fcb04f2e	1920	1080	36.0	True
32dc8ebe-1d85-4eaf-91f3-aaaf986b6348	подозревать	2d84da20c251acaeb3186642fcb04f2e	1920	1080	41.0	True
b3d63e72-374a-4b4b-8895-598b7f5969c7	злой	2d84da20c251acaeb3186642fcb04f2e	1920	1080	30.0	True
bc5eea11-a42d-4c5d-bfcc-cfcea5364eb2	ошарашенный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	27.0	True
faa3f4e1-0831-4a75-9895-ad5f8077508e	покраснеть	2d84da20c251acaeb3186642fcb04f2e	1920	1080	31.0	True
ed4a1d96-3a49-400a-8ec6-2706f872ab78	обнимать	2d84da20c251acaeb3186642fcb04f2e	1920	1080	34.0	True
7712a24a-5d26-44a5-8202-f45bb8483086	страсть	2d84da20c251acaeb3186642fcb04f2e	1920	1080	19.0	True
76d8e032-e229-4204-8219-6ced1036dd21	вдохновение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	34.0	True
31cd938a-abda-41f3-a2d8-a90a4b6af90c	сомнение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	52.0	True
f2fde511-1659-4676-88f2-6ea396f47227	внутреннее	2d84da20c251acaeb3186642fcb04f2e	1920	1080	42.0	True
545d4561-cae1-4900-942f-be52aa71c531	презирать	2d84da20c251acaeb3186642fcb04f2e	1920	1080	52.0	True
8149a049-9083-49ff-8b0c-38d0294bca67	желание	2d84da20c251acaeb3186642fcb04f2e	1920	1080	23.0	True
291d7819-a1a9-4e7f-8a8f-bbf85c636868	изможденный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	37.0	True
ac70c54a-f3ac-4bff-a49a-b0b5b78b5d77	горюющий	2d84da20c251acaeb3186642fcb04f2e	1920	1080	65.0	True
2b0339fb-77f5-4700-85fb-197c4e4ac7ba	отвращение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	21.0	True
49e1e88a-c6ed-45a5-9c44-a5a11d8c05c1	весёлый	2d84da20c251acaeb3186642fcb04f2e	1920	1080	25.0	True
4cfbfbaf-641a-4ffd-ae92-937816603101	возбуждение	2d84da20c251acaeb3186642fcb04f2e	1920	1080	37.0	True
9c86ac20-5cf6-41f8-abd8-4fa8e5b51dc1	преданный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	44.0	True
73ef3910-81f3-44c8-848e-61ce7b3f2ca6	сомневаться	2d84da20c251acaeb3186642fcb04f2e	1920	1080	47.0	True
03e0d955-9709-411f-8063-1884e55828ae	ненавидеть	2d84da20c251acaeb3186642fcb04f2e	1920	1080	30.0	True
f7f446f8-b0ab-4e73-b3d1-7a5193d9c728	рыдать	2d84da20c251acaeb3186642fcb04f2e	1920	1080	46.0	True
2e065c71-6f48-42ef-b5b9-3c7a74503f82	суматоха	2d84da20c251acaeb3186642fcb04f2e	1920	1080	48.0	True
e6e378b7-1c40-4c33-91ea-3ae41cabb7ac	скучающий	2d84da20c251acaeb3186642fcb04f2e	1920	1080	42.0	True
d80c779e-956d-4e6a-8e14-b5505ff5f639	испуганный	2d84da20c251acaeb3186642fcb04f2e	1920	1080	28.0	True
b61fa492-b8a0-42f0-8f13-499aed3dd0d0	ленность	2d84da20c251acaeb3186642fcb04f2e	1920	1080	34.0	True
3e58b57c-c2d9-45b4-a6a4-2657c510f225	раздражать	fc6e5caa3dc328e7558b072e6607e399	1920	1080	31.0	True
293e85db-36b0-4bba-884b-a86ab4344cf2	предпочитать	fc6e5caa3dc328e7558b072e6607e399	1920	1080	34.0	True
44784213-ace4-4572-b72d-7f3370e30a79	самомнение	fc6e5caa3dc328e7558b072e6607e399	1920	1080	47.0	True
2d1df7b6-7741-4d88-9eec-d79025c6a3d8	агрессия	fc6e5caa3dc328e7558b072e6607e399	1920	1080	51.0	True
9ee7801b-a7ca-4bed-9665-63623630f9e1	ненавидеть	fc6e5caa3dc328e7558b072e6607e399	1920	1080	40.0	True
40352b3f-9631-492b-9197-f5c08e8cc2bd	ленность	fc6e5caa3dc328e7558b072e6607e399	1920	1080	38.0	True
39233fdb-ce4d-49b3-b07d-ae4fbdf1ac88	влюбиться	fc6e5caa3dc328e7558b072e6607e399	1920	1080	44.0	True
c8934f1d-d5da-41f3-8f8a-7188332a1a2b	скучающий	fc6e5caa3dc328e7558b072e6607e399	1920	1080	101.0	True
aa0e4a34-03fb-4121-ade9-cad465f60a33	напуганный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	42.0	True
55d27fa8-bb0c-4713-9566-f77a448c5480	любовь	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	56.0	True
a3003dae-f4e9-40e3-b9ba-0dd05e9b8fdc	расстроенный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
3ae3fc31-37ef-40d3-8988-23deccdbbe0b	испуганный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
fbd673e8-f85c-490d-ba0e-fca9faafaef4	радостный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	37.0	True
73d3b17e-fa00-4b05-8ff4-6df121415f25	самоанализ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	68.0	True
e4b60043-c989-4a40-91a2-5feebb5ef72b	разъяренный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	42.0	True
e51501b0-9f3e-4529-b727-93df657bc312	счастье	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	42.0	True
8c4f60a9-6274-4d51-907f-e2fffeb164be	беспокойный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	40.0	True
7be85edd-e2bb-4c37-9ec1-9f74c342352f	дрожать	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	38.0	True
99d3bb89-b1e0-4054-9cd3-b0dac31512c3	любопытный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	45.0	True
d01c4ab4-dd9b-4f66-a620-09cb0e657e04	быть потрясенным	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	35.0	True
29ce3811-5561-43f9-b0a5-9a3daebea8e5	разочарованный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	66.0	True
9437ea05-52ec-4985-bbeb-a41fcdf16578	голод	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	39.0	True
f1e61d64-46d1-4b5b-8866-699eac612e86	ошеломить	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	63.0	True
a4d4a1ff-a4fb-4685-8e3b-7854295a3700	мотивировать	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	40.0	True
c2c7c0f5-6a8b-4c14-8375-1225ded9fbb8	самообман	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	50.0	True
a02602e2-c9ff-4406-abcf-d10b5a668f85	надежда	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	48.0	True
fdfa1eb4-b9ac-4243-aea6-7996be1c3e27	мурашки	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	47.0	True
e0c89683-179d-4f63-ae1f-0069fd139f6c	горюющий	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	107.0	True
02f81dd6-87f3-4951-98a1-b9b5165f3893	одинокий	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	42.0	True
2172ee31-4575-4fc2-8a34-f2b0f8476119	любить	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	45.0	True
c6641646-3867-46ea-94dc-155695bed6e5	скорбеть	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	65.0	True
0f9174d4-3aa5-4a9c-8c14-b789d2c0a9ca	вина	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	41.0	True
430a2bea-9e89-430c-ad41-e1410c515ff9	изможденный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	39.0	True
020deef6-6504-4497-a80f-8209e48d904c	горе	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	41.0	True
f1b8c67d-4eee-45ea-a93c-9ade2eeb8190	весенняя	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	71.0	True
7d696a2b-e4f3-45ff-a28c-0c8b3c8b9fd0	довольный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	44.0	True
4a4e2b9c-bfb2-4c9a-9094-b15b664db2c8	интересный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	34.0	True
ffa1dc51-ce4a-4282-a0ed-0d7fd5ebe782	несчастье	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	44.0	True
9a43f781-7b02-4533-9295-275411fa6b33	суматоха	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	47.0	True
e5e9087d-4e6b-4124-b220-332d86b5a689	слабость	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	38.0	True
25ef4290-22d3-4b74-a7b1-4a5e8fdb6bb1	объятие	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	37.0	True
dd8cdb96-fc7e-4ca0-a038-dd3d888532a0	стыдно	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	50.0	True
b786e5e6-f884-414b-aaa5-01af19b87e84	презрение	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	29.0	True
d370baf2-e684-4c62-9e31-0a3632af6416	сарказм	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	56.0	True
d6cf4f1d-67cc-4577-8f80-7196212edaca	обманчивость	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	45.0	True
8011600c-9751-4ef8-bb51-8fb65b8e1149	самомнение	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	54.0	True
db9a068d-358d-4d29-bc17-b43333ba65c8	сомневаться	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	40.0	True
89d81291-ef30-49ac-ab9b-d5d8928dcfb5	терпение	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	50.0	True
8b08d2b4-3e19-4af8-a319-946f53653139	довольство	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	47.0	True
02a28f3f-82a8-4b7f-b433-9a0db809fc2d	презирать	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	58.0	True
bc800c85-4165-4237-83d5-0f87ef2f2fea	восхищение	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
e2c80180-e99f-49d7-bf41-0789daa1d826	забота	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	57.0	True
daad144d-5fc8-4a36-bc9e-1784417c5794	ревнивый	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	45.0	True
02965f64-267c-46b5-a7cd-a79074986921	надеяться	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	62.0	True
1fa92134-9648-4c0d-ae8e-586664bd71ac	расстройство	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
a3ddd2b5-a422-4ee2-9b51-4a19d781a8b9	отношение	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	38.0	True
ddf2acb5-d05b-4730-8068-25e95bf6d75e	радость	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	39.0	True
